date,price
12/20/2022,46.40062149
12/21/2022,47.19816409
12/22/2022,46.13085975
12/23/2022,45.99196302
12/24/2022,46.7381736
12/25/2022,45.91652723
12/26/2022,44.94245348
12/27/2022,43.98355685
12/28/2022,41.76379842
12/29/2022,42.80587931
12/30/2022,41.17572539
12/31/2022,41.67273066
1/1/2023,41.35627934
1/2/2023,41.73448682
1/3/2023,39.98774596
1/4/2023,41.35049325
1/5/2023,41.44516396
1/6/2023,41.59850441
1/7/2023,41.00786472
1/8/2023,40.11687348
1/9/2023,42.59118735
1/10/2023,44.56009595
1/11/2023,46.46156684
1/12/2023,45.81776001
1/13/2023,50.98484811
1/14/2023,52.03008653
1/15/2023,51.21015565
1/16/2023,49.92767565
1/17/2023,48.95521333
1/18/2023,45.41806376
1/19/2023,45.85829497
1/20/2023,50.7138829
1/21/2023,48.13367507
1/22/2023,50.38633571
1/23/2023,54.92070427
1/24/2023,49.02912332
1/25/2023,53.68704904
1/26/2023,51.51372783
1/27/2023,55.57950986
1/28/2023,55.65479847
1/29/2023,61.73852209
1/30/2023,58.47017046
1/31/2023,59.58842408
2/1/2023,67.88232768
2/2/2023,65.31763441
2/3/2023,70.9047228
2/4/2023,70.99253139
2/5/2023,66.77622782
2/6/2023,66.27356994
2/7/2023,72.09570443
2/8/2023,67.27148216
2/9/2023,60.34346336
2/10/2023,60.33723369
2/11/2023,66.39528148
2/12/2023,64.32572514
2/13/2023,66.89263682
2/14/2023,74.85704725
2/15/2023,81.1144386
2/16/2023,77.16201714
2/17/2023,82.52304085
2/18/2023,80.49125063
